# gammas 	 deltas 	 lambdas 
#  Acceptance Ratio: 0.0003
#  Elapsed Time: 0.568690299987793
127779.390340083686169 	 137904808281.098846435546875 	 1079241.401246839901432
97587.172463618335314 	 105320116753.352478027343750 	 1079241.401246839901432
78710.607074105064385 	 216108345176.385467529296875 	 2745606.382795677520335
63895.884353843459394 	 164560453360.342285156250000 	 2575446.838626370299608
75788.903948654478882 	 235174701313.102386474609375 	 3103022.857705248054117
60910.197328376394580 	 138709803904.736480712890625 	 2277283.771663556341082
83005.260408817193820 	 179123124858.378265380859375 	 2157973.169124001637101
78122.534967140192748 	 168586334363.040161132812500 	 2157973.169124001637101
77212.318208286087611 	 160979626829.694030761718750 	 2084895.656097765080631
95256.276897661344265 	 198599397919.980041503906250 	 2084895.656097765080631
106091.902024896407966 	 161050963543.586456298828125 	 1518032.578073611017317
116396.974340820655925 	 176694399038.563934326171875 	 1518032.578073611017317
103783.395814805393456 	 195033573389.384063720703125 	 1879236.768638873472810
63030.208657592942473 	 123389514965.433090209960938 	 1957625.043504737783223
98963.856424773999606 	 193734123738.944824218750000 	 1957625.043504737783223
120157.426917705743108 	 224210459939.226745605468750 	 1865972.546938655432314
76433.982008266437333 	 142623712080.628295898437500 	 1865972.546938655432314
88604.650660654282547 	 177419129825.943023681640625 	 2002368.143241578713059
96525.485809636549675 	 211878593790.526458740234375 	 2195053.379046279937029
77626.668406274242443 	 170394680789.297363281250000 	 2195053.379046279937029
62617.772229313253774 	 162231269541.903411865234375 	 2590818.289539181161672
67874.186097171856090 	 214557826261.994445800781250 	 3161110.852288135327399
49394.523900432985101 	 156141565545.264373779296875 	 3161110.852288135327399
51094.950119668967091 	 188184580563.048248291015625 	 3683036.780000822618604
45082.837282593609416 	 151220833462.864318847656250 	 3354288.296341330278665
58441.420317509931920 	 198293489910.844146728515625 	 3393029.957751256413758
76810.680450250234571 	 241610071697.803710937500000 	 3145527.031937868800014
75281.659563847118989 	 236800495167.225097656250000 	 3145527.031937868800014
67167.463057845408912 	 174605989863.212860107421875 	 2599562.078336055856198
73560.572096697418601 	 191225273683.280029296875000 	 2599562.078336055856198
85926.189481175577384 	 223370463711.182525634765625 	 2599562.078336055856198
87473.322595994643052 	 193727038013.742919921875000 	 2214698.519095850177109
87380.983515994434129 	 193522534790.011779785156250 	 2214698.519095850177109
86053.733291531447321 	 190583075683.423950195312500 	 2214698.519095850177109
74217.363014401969849 	 128048180720.817504882812500 	 1725312.993079120758921
56777.070799279856146 	 97958217958.970672607421875 	 1725312.993079120758921
113129.540110119793098 	 195183865453.055236816406250 	 1725312.993079120758921
91205.839769471014733 	 157358620398.960754394531250 	 1725312.993079120758921
169214.145821206126129 	 176647930858.625946044921875 	 1043931.226915712119080
83625.478509133637999 	 87299248381.453399658203125 	 1043931.226915712119080
156475.654318300570594 	 163349821794.942352294921875 	 1043931.226915712119080
112023.403372041459079 	 116944728925.448959350585938 	 1043931.226915712119080
93955.866743880163995 	 166045954055.283294677734375 	 1767276.060662797652185
95849.075449880387168 	 169391776479.235870361328125 	 1767276.060662797652185
65452.046554273983929 	 115671834996.755371093750000 	 1767276.060662797652185
134016.810879316617502 	 236844701593.389831542968750 	 1767276.060662797652185
126265.254835296378587 	 223145562163.906860351562500 	 1767276.060662797652185
63651.655869090878696 	 112490047638.990966796875000 	 1767276.060662797652185
84028.632168921525590 	 160634662247.936035156250000 	 1911665.798926900606602
126523.900038398627657 	 205125632515.898376464843750 	 1621240.196149857714772
80346.385650597148924 	 130260790032.106231689453125 	 1621240.196149857714772
50163.463117470273573 	 97031805934.843002319335938 	 1934312.344178048428148
80485.860093557683285 	 126921519176.045089721679688 	 1576941.825912154745311
101295.794278373941779 	 184720645677.902221679687500 	 1823576.654824049212039
102504.435819224687293 	 163709257120.886505126953125 	 1597094.367794987279922
113059.770937188921380 	 180567123387.975830078125000 	 1597094.367794987279922
98035.310471154851257 	 156571642198.514343261718750 	 1597094.367794987279922
119275.203684551423066 	 190493756022.196990966796875 	 1597094.367794987279922
92149.072536958759883 	 147170764746.308563232421875 	 1597094.367794987279922
73940.329907277526218 	 118089684447.816192626953125 	 1597094.367794987279922
70886.943589594389778 	 178375786731.363861083984375 	 2516341.905839313752949
63488.616278611254529 	 159759065685.621520996093750 	 2516341.905839313752949
50768.559365991153754 	 127751053431.734527587890625 	 2516341.905839313752949
98473.937577335062088 	 247794095758.852935791015625 	 2516341.905839313752949
99622.448092714548693 	 136704222327.201583862304688 	 1372223.077673985157162
101620.392410475906217 	 214377974816.020690917968750 	 2109596.014450351241976
98053.851992318712291 	 192418476390.236328125000000 	 1962375.495511485962197
108030.587580589082791 	 177768002117.503784179687500 	 1645533.974207922350615
69383.782048867171397 	 114173370620.448699951171875 	 1645533.974207922350615
68394.683835142874159 	 201968606737.087585449218750 	 2952986.919625340029597
62065.425457361612644 	 183278389536.570434570312500 	 2952986.919625340029597
86373.152724691550247 	 255058790202.815948486328125 	 2952986.919625340029597
50475.216247504620696 	 149052653344.141571044921875 	 2952986.919625340029597
68818.903526311085443 	 215911419747.726226806640625 	 3137385.350308265537024
91142.965752401127247 	 209276697069.098907470703125 	 2296136.573365625925362
82893.023289455610211 	 190333702451.767639160156250 	 2296136.573365625925362
67298.292265802345355 	 154526070196.557800292968750 	 2296136.573365625925362
67737.024315323651535 	 124047224717.189865112304688 	 1831306.083652800414711
80379.694408918134286 	 147199823373.204772949218750 	 1831306.083652800414711
108608.435025650382158 	 198895287798.483428955078125 	 1831306.083652800414711
139178.699549573531840 	 174340753141.812927246093750 	 1252639.618749384535477
95865.713703887449810 	 84841896653.274154663085938 	 885007.719395237043500
79539.844434938495397 	 126294025259.762542724609375 	 1587808.301071895286441
94389.214628964386065 	 149871978519.526428222656250 	 1587808.301071895286441
123667.851130740818917 	 196360840601.113647460937500 	 1587808.301071895286441
100095.162330276609282 	 158931929645.152069091796875 	 1587808.301071895286441
106694.031688710383605 	 169409669190.162200927734375 	 1587808.301071895286441
131364.677872139232932 	 208581925993.018188476562500 	 1587808.301071895286441
134981.488024990889244 	 202913784088.941040039062500 	 1503271.204503042390570
166043.303123612975469 	 249608116286.297454833984375 	 1503271.204503042390570
107272.339470338862156 	 161259418965.435546875000000 	 1503271.204503042390570
103589.985051272480632 	 167377559034.754241943359375 	 1615769.699666523840278
113443.499181589460932 	 205838624082.566589355468750 	 1814459.405497355852276
130328.906283497562981 	 166216590780.286499023437500 	 1275362.431253158487380
135516.196382202993846 	 172832265692.186889648437500 	 1275362.431253158487380
97725.618623930204194 	 124635582563.934570312500000 	 1275362.431253158487380
82763.278491795048467 	 184981802950.371643066406250 	 2235070.991885734722018
76314.480931315221824 	 170568282590.399688720703125 	 2235070.991885734722018
141119.879278392909328 	 216919689860.576782226562500 	 1537130.636518264887854
104811.563477343312115 	 161109065282.403259277343750 	 1537130.636518264887854
72810.122161375882570 	 130782798209.641021728515625 	 1796217.261107938829809
69545.963157863909146 	 205763805186.468200683593750 	 2958673.600067920982838
98916.312419734880677 	 234705311708.897796630859375 	 2372766.492881021928042
113383.930009526433423 	 171222414758.711151123046875 	 1510111.836345107993111
134413.384850547707174 	 163246813491.143432617187500 	 1214513.076005452778190
123694.255852895934368 	 137387660755.427017211914062 	 1110703.644305165158585
85417.135018981862231 	 94873123151.689498901367188 	 1110703.644305165158585
96728.817395197518636 	 151041806440.063842773437500 	 1561497.498961078934371
113982.472032463774667 	 177983345004.093322753906250 	 1561497.498961078934371
145814.331732729537180 	 227688714313.338256835937500 	 1561497.498961078934371
172751.186783399258275 	 191933525996.380279541015625 	 1111040.274571499321610
115717.013185055766371 	 128566262101.718170166015625 	 1111040.274571499321610
117886.183907882979838 	 130976298137.200576782226562 	 1111040.274571499321610
89842.420969324564794 	 119730852840.531677246093750 	 1332676.162872014567256
67435.793485237620189 	 155618195296.258758544921875 	 2307649.799217164516449
105725.362833116261754 	 172520202021.095336914062500 	 1631776.873572071548551
79276.455068822731846 	 129361486000.080368041992188 	 1631776.873572071548551
101308.814650470798369 	 165313380835.637725830078125 	 1631776.873572071548551
93952.290977220356581 	 153309175635.742187500000000 	 1631776.873572071548551
103774.562964782773633 	 169336931910.981323242187500 	 1631776.873572071548551
97284.691361228658934 	 152499338412.939910888671875 	 1567557.405786417657509
138705.422447894932702 	 217428712180.931335449218750 	 1567557.405786417657509
163384.310642802825896 	 177062675100.325042724609375 	 1083718.959327902644873
112117.393988334006281 	 121503745535.593780517578125 	 1083718.959327902644873
132643.402332462574122 	 143748169937.448638916015625 	 1083718.959327902644873
116538.750031672476325 	 174194242970.328765869140625 	 1494732.378054397180676
130969.429828316104249 	 195764247299.707427978515625 	 1494732.378054397180676
121526.257766553128022 	 155836775138.096527099609375 	 1282330.074192299041897
146188.345908063813113 	 202943860515.195465087890625 	 1388235.561833530431613
123666.473900468481588 	 171678196875.188476562500000 	 1388235.561833530431613
116668.573545369596104 	 152645919631.708496093750000 	 1308372.211925160605460
136174.719602876662975 	 178167219095.104278564453125 	 1308372.211925160605460
85203.218101241771365 	 111477522930.263580322265625 	 1308372.211925160605460
100578.803763766627526 	 212369554944.681640625000000 	 2111474.256976473145187
95662.235935917356983 	 130995551505.687652587890625 	 1369354.899810616392642
146267.625702998077031 	 200292289940.065673828125000 	 1369354.899810616392642
115488.433483598695602 	 158144652262.218322753906250 	 1369354.899810616392642
123508.953170715627493 	 200496363636.316009521484375 	 1623334.652988171670586
82504.932472908389173 	 202857810111.418518066406250 	 2458735.545029742643237
58203.652071061820607 	 143107388197.663696289062500 	 2458735.545029742643237
81595.847696778146201 	 200622611058.901672363281250 	 2458735.545029742643237
94672.063994829019066 	 191473678693.909210205078125 	 2022493.971446185838431
85808.802124108289718 	 140603573288.178771972656250 	 1638568.186569239012897
91681.994839107763255 	 147018351368.658660888671875 	 1603568.417404751759022
86836.953521753050154 	 200967048350.873901367187500 	 2314303.302919657900929
73320.289587754581589 	 150522103854.062744140625000 	 2052939.298253969755024
93988.906857453970588 	 192953520487.599273681640625 	 2052939.298253969755024
140919.846246721688658 	 189258431495.105285644531250 	 1343021.842102727387100
95471.897971740298090 	 128220844283.050292968750000 	 1343021.842102727387100
129677.768193925337982 	 174160075119.576080322265625 	 1343021.842102727387100
101258.322850732234656 	 135992139283.223098754882812 	 1343021.842102727387100
77522.868871792510618 	 170844944765.444885253906250 	 2203800.597833764739335
86474.619341659461497 	 256337185688.405700683593750 	 2964305.453321774024516
76642.763631678259117 	 227192562191.035583496093750 	 2964305.453321774024516
77690.109753175580408 	 158676211334.957855224609375 	 2042424.857412071898580
91197.449168270264636 	 186263937113.849060058593750 	 2042424.857412071898580
104373.511535737474333 	 210593987731.633941650390625 	 2017695.722151942551136
116193.764158374964609 	 234443660883.084869384765625 	 2017695.722151942551136
95020.837687672785250 	 191723137717.711456298828125 	 2017695.722151942551136
91387.402550207276363 	 184391971184.130737304687500 	 2017695.722151942551136
106267.665292060337379 	 214415813662.864593505859375 	 2017695.722151942551136
91255.317080552864354 	 182723078170.228240966796875 	 2002328.017872481839731
85765.490576323471032 	 171730644747.550781250000000 	 2002328.017872481839731
75391.316354515045532 	 150958145040.933349609375000 	 2002328.017872481839731
91937.663505627439008 	 184089359535.050201416015625 	 2002328.017872481839731
82237.090757304293220 	 147690193849.562347412109375 	 1795907.327089443570003
104935.847839401147212 	 188455058009.123474121093750 	 1795907.327089443570003
113538.395825921586948 	 129815345645.573928833007812 	 1143360.752116036135703
106322.871010910108453 	 185141961272.298858642578125 	 1741318.302562586730346
96411.191599056779523 	 161762529479.036041259765625 	 1677839.748644063016400
99671.370351873629261 	 167232586978.196960449218750 	 1677839.748644063016400
90743.619968003069516 	 160147663922.889587402343750 	 1764836.624099401757121
61872.719712474696280 	 109195241781.212356567382812 	 1764836.624099401757121
79266.609697463398334 	 141731881485.216796875000000 	 1788040.159988731611520
78696.669341085784254 	 140712805239.215332031250000 	 1788040.159988731611520
85238.452825868414948 	 185734955105.836669921875000 	 2179004.298509149812162
61135.601088613489992 	 175007023675.868408203125000 	 2862604.121978011913598
96905.397849773245980 	 197644206734.528076171875000 	 2039558.281788639724255
92366.679483795131091 	 188387226102.491210937500000 	 2039558.281788639724255
94464.300223154568812 	 167758884852.024780273437500 	 1775897.185028896667063
115820.420248624563101 	 205685158288.396179199218750 	 1775897.185028896667063
78710.955878155597020 	 139782564974.950225830078125 	 1775897.185028896667063
61429.009837729041465 	 135188054153.637481689453125 	 2200720.058987609110773
124122.351406981062610 	 273158548510.052124023437500 	 2200720.058987609110773
95232.259960262730601 	 125153882113.635879516601562 	 1314196.283547806786373
83957.611621736941743 	 110336781168.836837768554688 	 1314196.283547806786373
97641.725275902819703 	 161695209527.066772460937500 	 1656005.248475180473179
84196.807659624886583 	 183573463972.091949462890625 	 2180290.073635670822114
60648.871851798452553 	 129976045709.182388305664062 	 2143090.905743338167667
97214.850509519790648 	 208340262030.149993896484375 	 2143090.905743338167667
115697.564377900693216 	 247950398034.933380126953125 	 2143090.905743338167667
102542.370234792862902 	 219757621103.550964355468750 	 2143090.905743338167667
82774.615983095834963 	 224743848694.154693603515625 	 2715130.067653249017894
75991.487107296925387 	 206326771530.706115722656250 	 2715130.067653249017894
44873.547841537787463 	 142035785068.262390136718750 	 3165245.270327948033810
56629.552149634029774 	 179246422102.419006347656250 	 3165245.270327948033810
68767.614352605465683 	 225682703365.965454101562500 	 3281816.673307568300515
58775.131688628680422 	 192889207151.589630126953125 	 3281816.673307568300515
55933.810897250848939 	 183564513204.230407714843750 	 3281816.673307568300515
56307.839122085140843 	 204002732903.478912353515625 	 3622989.908406282309443
47707.672750894445926 	 172844416930.039947509765625 	 3622989.908406282309443
61521.939164164039539 	 222893364737.351531982421875 	 3622989.908406282309443
49332.042561524242046 	 178729492361.471527099609375 	 3622989.908406282309443
66780.968144933183794 	 241946773662.694335937500000 	 3622989.908406282309443
71853.724062099005096 	 209461874481.291961669921875 	 2915115.078799064271152
67699.310808868802269 	 197351281763.237915039062500 	 2915115.078799064271152
82266.477062652076711 	 239816247765.014434814453125 	 2915115.078799064271152
120203.296758261669311 	 169295945480.411651611328125 	 1408413.496518977917731
146314.605024194926955 	 206071464453.919586181640625 	 1408413.496518977917731
111735.106050788497669 	 157369231396.909820556640625 	 1408413.496518977917731
109580.304690930206561 	 154334380079.367980957031250 	 1408413.496518977917731
127944.874775304357172 	 180199288443.969177246093750 	 1408413.496518977917731
141974.590114103892120 	 199958928879.453765869140625 	 1408413.496518977917731
80169.727771514691995 	 102040713432.619964599609375 	 1272808.530963682569563
65843.177050879996386 	 130712229521.868621826171875 	 1985205.383100839331746
105157.395223292449373 	 208759027070.142669677734375 	 1985205.383100839331746
103323.571540173477842 	 205118510422.757080078125000 	 1985205.383100839331746
105041.581250466741039 	 208529112547.850769042968750 	 1985205.383100839331746
116657.001614453256479 	 231588107581.415924072265625 	 1985205.383100839331746
174700.747748296766076 	 153846484295.369720458984375 	 880628.653730931924656
154045.892515060841106 	 135657226938.317871093750000 	 880628.653730931924656
152949.832582773553440 	 134692005155.739303588867188 	 880628.653730931924656
79420.175044704883476 	 99550645186.002929687500000 	 1253467.964909001952037
110430.203904599708039 	 138420722952.784729003906250 	 1253467.964909001952037
86979.254433673384483 	 106988791444.419479370117188 	 1230049.534696856979281
78492.473714526742697 	 159188336869.678619384765625 	 2028071.346669984748587
61673.434542575378146 	 125078125446.524002075195312 	 2028071.346669984748587
94823.515550416297629 	 192308854878.315032958984375 	 2028071.346669984748587
94728.717039931507315 	 113566841852.529434204101562 	 1198863.928502873983234
265112.021566276205704 	 171566144569.835998535156250 	 647145.850106030120514
128059.140587507034070 	 82872941399.349868774414062 	 647145.850106030120514
128539.226330007208162 	 134133361019.533691406250000 	 1043520.836784595972858
123296.829849452755298 	 127725579933.043731689453125 	 1035919.415681640384719
96037.030302339189802 	 99486624314.599197387695312 	 1035919.415681640384719
153280.039607540966244 	 158785769065.902526855468750 	 1035919.415681640384719
91111.627335767785553 	 94384303751.471939086914062 	 1035919.415681640384719
141535.939850514143473 	 146619828107.896423339843750 	 1035919.415681640384719
129928.744806811795570 	 122195561778.459152221679688 	 940481.353530729888007
93272.331044531631051 	 87720888147.727432250976562 	 940481.353530729888007
148271.129988737317035 	 139446233021.338470458984375 	 940481.353530729888007
126430.090318428832688 	 118905142469.688369750976562 	 940481.353530729888007
164091.992690219922224 	 154325459388.852661132812500 	 940481.353530729888007
147504.086642857349943 	 154943858793.963104248046875 	 1050437.735797240864486
98448.711622237489792 	 128425409434.263290405273438 	 1304490.503918942995369
113121.976199514305335 	 147566543736.811096191406250 	 1304490.503918942995369
94744.191243778681383 	 123592897778.989562988281250 	 1304490.503918942995369
120681.471965979755623 	 157427834178.580718994140625 	 1304490.503918942995369
92860.255468829738675 	 165567059250.533508300781250 	 1782970.102921040728688
98212.805350012087729 	 147602263956.696533203125000 	 1502882.067472460912541
88563.306874522822909 	 133100205737.780868530273438 	 1502882.067472460912541
106094.074261819041567 	 176527305422.153717041015625 	 1663875.260238564340398
122600.872001753945369 	 243004125564.996612548828125 	 1982075.017880135215819
102708.363170292897848 	 203575680767.197723388671875 	 1982075.017880135215819
99983.804218253761064 	 125081069481.743499755859375 	 1251013.306202123872936
82615.431014338348177 	 149854807825.228973388671875 	 1813883.992195366881788
84276.746188661345514 	 141708287605.248260498046875 	 1681463.677869350416586
84166.006961110295379 	 220167510822.702545166015625 	 2615872.117165223695338
70908.113376449909993 	 185486556662.245758056640625 	 2615872.117165223695338
80370.744999372167513 	 210239590879.653991699218750 	 2615872.117165223695338
82942.863971776780090 	 215352789232.948242187500000 	 2596399.243052747566253
122473.760916783634457 	 296462604826.839965820312500 	 2420621.385410669725388
114232.253950239726692 	 276513036815.612731933593750 	 2420621.385410669725388
110663.862446475744946 	 110726285175.454757690429688 	 1000564.075097317341715
158729.884702803508844 	 152073021508.526092529296875 	 958061.689474913058802
117626.974315002051299 	 112693897740.053070068359375 	 958061.689474913058802
148112.087151689862367 	 141900516448.203552246093750 	 958061.689474913058802
151855.265468794386834 	 145486712190.694580078125000 	 958061.689474913058802
164567.092738271137932 	 157665426900.802734375000000 	 958061.689474913058802
108834.179822788093588 	 112620320099.945846557617188 	 1034788.154634165694006
139007.995164389896672 	 143843826795.554046630859375 	 1034788.154634165694006
149500.408174537617015 	 154701251491.984313964843750 	 1034788.154634165694006
130341.859306957820081 	 134876212063.832931518554688 	 1034788.154634165694006
82801.211613784791552 	 134237323245.730773925781250 	 1621199.987650698516518
102767.618040871107951 	 166606861098.751953125000000 	 1621199.987650698516518
87461.132623975820024 	 141791987129.905700683593750 	 1621199.987650698516518
119846.379823871538974 	 194294949490.441467285156250 	 1621199.987650698516518
156602.590359093184816 	 253884117556.229278564453125 	 1621199.987650698516518
84868.054386759875342 	 137588088723.753906250000000 	 1621199.987650698516518
82300.341724258294562 	 164294233181.513580322265625 	 1996276.439920143224299
116342.222237716967356 	 232251237221.107757568359375 	 1996276.439920143224299
91777.840142307672068 	 183213939982.845977783203125 	 1996276.439920143224299
84694.445783447750728 	 169073526709.590667724609375 	 1996276.439920143224299
95548.619009240341256 	 190741456995.052429199218750 	 1996276.439920143224299
101102.093984297011048 	 201827728247.444152832031250 	 1996276.439920143224299
82927.624327021505451 	 165546462662.581542968750000 	 1996276.439920143224299
81619.078335195095860 	 183849003011.792114257812500 	 2252524.860140625853091
60958.511906014871784 	 137310563505.476821899414062 	 2252524.860140625853091
81719.415250524340081 	 173136886396.564392089843750 	 2118675.052504777908325
51341.215937078704883 	 104258010601.740158081054688 	 2030688.379673627205193
67298.632435597784934 	 136662550854.895080566406250 	 2030688.379673627205193
93429.675011268394883 	 232801371815.164581298828125 	 2491728.369889832101762
62201.279986799592734 	 154988693986.569183349609375 	 2491728.369889832101762
99627.770867399216513 	 200816801648.532165527343750 	 2015670.930907524889335
59763.095777043730777 	 120462734898.829299926757812 	 2015670.930907524889335
87826.562176227933378 	 177029448340.164978027343750 	 2015670.930907524889335
72509.704965623619501 	 146155704507.888549804687500 	 2015670.930907524889335
128801.615244917411474 	 214461483896.369720458984375 	 1665052.751773099415004
105965.560328636231134 	 176438247818.374145507812500 	 1665052.751773099415004
95729.954597126110457 	 159395424329.058685302734375 	 1665052.751773099415004
111467.427894896958605 	 185599147549.467712402343750 	 1665052.751773099415004
198922.637568698643008 	 208535549174.653594970703125 	 1048324.875054178293794
107856.046864529169397 	 113068176853.095138549804688 	 1048324.875054178293794
93502.947229345518281 	 199979587185.699981689453125 	 2138751.698330822400749
76295.879599140651408 	 124832366040.005737304687500 	 1636161.306428031064570
95342.697921026861877 	 210877639596.372192382812500 	 2211785.948946440126747
83024.050078285450581 	 171493297134.250732421875000 	 2065585.778729722369462
104998.951333227203577 	 216884340655.448333740234375 	 2065585.778729722369462
54692.909308982234506 	 112972895665.988143920898438 	 2065585.778729722369462
91989.507858073586249 	 190012219223.982849121093750 	 2065585.778729722369462
63869.373629940564570 	 132315397166.359420776367188 	 2071656.408171394141391
96111.023935761011671 	 199109018632.433532714843750 	 2071656.408171394141391
91993.495066608797060 	 153840608823.177062988281250 	 1672298.771905418485403
92705.961176252734731 	 177818987562.475463867187500 	 1918096.585228275507689
66232.060660596689559 	 186530210151.716888427734375 	 2816312.950122189708054
91760.007655520617845 	 142623223848.694488525390625 	 1554307.017760081449524
84158.125404075180995 	 118819465251.433563232421875 	 1411859.694841539021581
82348.807194278531824 	 193505655600.621978759765625 	 2349829.489868633449078
104679.756725821716827 	 245979579346.610290527343750 	 2349829.489868633449078
95993.523603009132785 	 193672023933.104553222656250 	 2017553.025077553000301
85287.857119415944908 	 191340538181.379577636718750 	 2243467.530359847005457
111368.646582722227322 	 249851942508.458435058593750 	 2243467.530359847005457
102199.452017583593260 	 229281152222.017944335937500 	 2243467.530359847005457
135063.778470371704316 	 138855842377.653930664062500 	 1028076.098197667859495
107262.039352201347356 	 110273538901.935867309570312 	 1028076.098197667859495
79469.173402805172373 	 125687569773.192855834960938 	 1581588.990942697040737
102831.622011908490094 	 162637361294.815185546875000 	 1581588.990942697040737
102955.039128171934863 	 167202394505.743652343750000 	 1624033.130593910813332
167408.195540998392971 	 164282415646.943298339843750 	 981328.393846228485927
206442.831728168297559 	 165419590736.332885742187500 	 801285.224347957060672
130994.486699169050553 	 104963946663.089157104492188 	 801285.224347957060672
86301.317923243434052 	 146431805438.345947265625000 	 1696750.512762536061928
95134.708435082953656 	 161419865318.741363525390625 	 1696750.512762536061928
88612.867811832285952 	 150353928897.085266113281250 	 1696750.512762536061928
97860.857611216895748 	 198285722162.927734375000000 	 2026200.536180464318022
61832.140327253007854 	 122071301729.868988037109375 	 1974237.040539013920352
59869.609114632090495 	 175362086820.709259033203125 	 2929066.840656069573015
56895.590585724879929 	 166650987764.190399169921875 	 2929066.840656069573015
65193.486334338056622 	 178201759279.456634521484375 	 2733428.894499786663800
75822.086705402994994 	 162005928588.867431640625000 	 2136658.797301645390689
93728.427134347570245 	 156467062019.741546630859375 	 1669366.133664723485708
121984.220480162766762 	 203636326511.074493408203125 	 1669366.133664723485708
78172.645530951907858 	 143124978541.023040771484375 	 1830883.137815180234611
78848.023093294395949 	 144361515931.574645996093750 	 1830883.137815180234611
83515.908881908821058 	 206189826937.877777099609375 	 2468868.862211981788278
71290.771608173221466 	 158000240535.201751708984375 	 2216279.007381196599454
88102.675325896489085 	 213322924417.269531250000000 	 2421299.053952410351485
75331.935132366314065 	 182401143268.402893066406250 	 2421299.053952410351485
80033.899025812774198 	 193786003995.323211669921875 	 2421299.053952410351485
93204.931418373176712 	 195138524209.046142578125000 	 2093650.209698873572052
88662.543297333832015 	 96234464033.945327758789062 	 1085401.573821526020765
122137.312948143953690 	 132568031696.247695922851562 	 1085401.573821526020765
124325.128226109824027 	 134942689842.182632446289062 	 1085401.573821526020765
175333.394293385557830 	 190307142109.510864257812500 	 1085401.573821526020765
128973.677595324552385 	 139988232643.515350341796875 	 1085401.573821526020765
141783.842277913761791 	 206322977742.703887939453125 	 1455193.867142389062792
155558.755187660048250 	 226368146529.387207031250000 	 1455193.867142389062792
76233.453551087790402 	 110934454078.627136230468750 	 1455193.867142389062792
107192.752315341931535 	 221674199089.108917236328125 	 2067996.149935426656157
77297.538145202866872 	 159851011283.766296386718750 	 2067996.149935426656157
92942.587629566784017 	 192204913382.980133056640625 	 2067996.149935426656157
99456.571217099728528 	 169173450217.492858886718750 	 1700978.106798101682216
104846.784690650776611 	 178342085326.971343994140625 	 1700978.106798101682216
85454.556959414490848 	 167187374153.104125976562500 	 1956447.732009277911857
102352.906726888002595 	 200248112230.377197265625000 	 1956447.732009277911857
81950.461276268964866 	 195078822075.529815673828125 	 2380448.127288580872118
41441.050760169360728 	 98648271674.916168212890625 	 2380448.127288580872118
57676.996183796873083 	 176546571862.659118652343750 	 3060952.954277742654085
61175.348888845452166 	 254108763389.084991455078125 	 4153777.101472624111921
48865.038671990871080 	 202974478698.289916992187500 	 4153777.101472624111921
65754.702328169427346 	 209720020474.417388916015625 	 3189430.003465668298304
43265.695649796965881 	 137992907826.276489257812500 	 3189430.003465668298304
58319.954665768695122 	 186007413211.760253906250000 	 3189430.003465668298304
75805.811683100997470 	 266299167141.170745849609375 	 3512912.285068711265922
58411.295122580522730 	 205193756222.887207031250000 	 3512912.285068711265922
73530.202733910598909 	 196332292489.649505615234375 	 2670090.455212428700179
61888.599814780165616 	 168012541443.037017822265625 	 2714757.515049038920552
72400.201422239755630 	 196548990902.089477539062500 	 2714757.515049038920552
38733.933548982015054 	 145755116313.803710937500000 	 3762982.557128757238388
50934.571033668704331 	 202571332506.780914306640625 	 3977089.202790722716600
83164.867831039431621 	 207402402486.649566650390625 	 2493870.403401774354279
104959.311035404374707 	 261754919352.636199951171875 	 2493870.403401774354279
63998.800465190463001 	 159604714333.354217529296875 	 2493870.403401774354279
63852.245922453636013 	 159932598250.002197265625000 	 2504729.409897889010608
80763.154044217139017 	 183595390415.916595458984375 	 2273256.816040142439306
55741.181885986625275 	 163650691422.361968994140625 	 2935902.790096811018884
52819.698738119623158 	 181130132064.159271240234375 	 3429215.546309787314385
69143.266104572699987 	 239952442921.000061035156250 	 3470366.044874052051455
54283.131196928465215 	 190777682405.393005371093750 	 3514492.959392657503486
40892.860544621551526 	 131728357010.097503662109375 	 3221304.532275454141200
44609.498300657760410 	 156704113348.832122802734375 	 3512797.034673701971769
40858.849394692020724 	 200605116589.188201904296875 	 4909710.370239864103496
110988.758453351256321 	 285797555998.853149414062500 	 2575013.541745079215616
115086.270783396801562 	 265183963073.695220947265625 	 2304218.924364978447556
99076.866805794750690 	 228294791460.700622558593750 	 2304218.924364978447556
106544.700436263767187 	 217662714709.722564697265625 	 2042923.897842585109174
129542.224421086793882 	 182750367920.627197265625000 	 1410739.770274310838431
100050.080909498137771 	 141144628158.191619873046875 	 1410739.770274310838431
84172.465586735663237 	 118745444765.253799438476562 	 1410739.770274310838431
94338.519054175878409 	 133087100698.506774902343750 	 1410739.770274310838431
89851.130139090091689 	 199625719034.910644531250000 	 2221738.543810064904392
72934.992022959355381 	 173352338383.374481201171875 	 2376806.160872747190297
97818.274911453336244 	 253443237475.755035400390625 	 2590959.999091947916895
71590.445244820846710 	 185487979946.513153076171875 	 2590959.999091947916895
122599.934840413348866 	 153172501362.516052246093750 	 1249368.538098316174001
91997.301952682173578 	 83749375390.018676757812500 	 910345.995071619283408
106854.836873551641474 	 229346072805.370483398437500 	 2146333.095588089898229
107507.308013306450448 	 157713551487.118255615234375 	 1467003.075433696620166
123563.611947119599790 	 181268198738.120300292968750 	 1467003.075433696620166
119251.728206421699724 	 167224415127.325744628906250 	 1402280.852801265427843
69516.169931072538020 	 97481194054.422088623046875 	 1402280.852801265427843
