# gammas 	 deltas 	 lambdas 
#  Acceptance Ratio: 0.0003
#  Elapsed Time: 0.568690299987793
152719.723528318805620 	 124309144979.339935302734375 	 813969.159368529799394
127364.148712675523711 	 103670489061.344909667968750 	 813969.159368529799394
142349.179579510353506 	 166838152135.049591064453125 	 1172034.518413649871945
90803.803441117546754 	 118333198796.004226684570312 	 1303174.474103811429814
104047.153355306392768 	 135591594355.800033569335938 	 1303174.474103811429814
85627.660363724629860 	 111587781263.236618041992188 	 1303174.474103811429814
106743.061675215547439 	 139104833262.829742431640625 	 1303174.474103811429814
142816.765236608567648 	 204599824698.420684814453125 	 1432603.688785797450691
78610.402409755464760 	 112617552469.151626586914062 	 1432603.688785797450691
118755.657840674524778 	 170129793486.734344482421875 	 1432603.688785797450691
156027.693425467063207 	 200538920814.920196533203125 	 1285277.737639028346166
122989.428595794204739 	 150569389975.284362792968750 	 1224246.601471187779680
122416.009333045905805 	 149867383391.646667480468750 	 1224246.601471187779680
89891.301560497653554 	 215897517173.374359130859375 	 2401762.055120243225247
97408.109282983234152 	 193055683769.688201904296875 	 1981926.198863344267011
91212.569163335836492 	 180776580490.450073242187500 	 1981926.198863344267011
65105.270023276825668 	 155144828608.744018554687500 	 2382984.181668791454285
63838.676512944635761 	 152126556309.018066406250000 	 2382984.181668791454285
63049.471187180490233 	 165358534433.184692382812500 	 2622679.164782688021660
59413.487455668437178 	 140032889720.827239990234375 	 2356920.889811648055911
83660.681260784156621 	 197181607319.416076660156250 	 2356920.889811648055911
92840.144686870116857 	 192678309303.531860351562500 	 2075377.089871999341995
82839.729599745463929 	 157220809787.574645996093750 	 1897891.392779941204935
95701.121498806125601 	 181630334771.971527099609375 	 1897891.392779941204935
80460.746466930591851 	 152705758176.236633300781250 	 1897891.392779941204935
88153.900618545056204 	 167306529223.915008544921875 	 1897891.392779941204935
90198.985211162798805 	 171187877669.751068115234375 	 1897891.392779941204935
110593.402710690148524 	 187039273486.197448730468750 	 1691233.553736364934593
109800.996573552038171 	 185699129638.882843017578125 	 1691233.553736364934593
112833.750737506517908 	 190828225241.196350097656250 	 1691233.553736364934593
91896.015570571995340 	 155417624987.630798339843750 	 1691233.553736364934593
119308.054869329367648 	 201777785626.029113769531250 	 1691233.553736364934593
135294.402020736510167 	 167778559952.137634277343750 	 1240099.793089903891087
159819.762976742553292 	 198192454999.135925292968750 	 1240099.793089903891087
95827.796819922630675 	 118836031008.647399902343750 	 1240099.793089903891087
104690.097641029686201 	 180670760190.371856689453125 	 1725767.424631421454251
108425.361168425151845 	 187116956308.364807128906250 	 1725767.424631421454251
92177.354718857925036 	 159076676062.500457763671875 	 1725767.424631421454251
89807.169890098783071 	 203682608841.837036132812500 	 2267999.415760377887636
123574.881889757554745 	 280267759928.627807617187500 	 2267999.415760377887636
48007.803941609716276 	 108881671291.509597778320312 	 2267999.415760377887636
61798.910790412526694 	 172515119657.464569091796875 	 2791555.991052006371319
85586.963667153249844 	 230476867977.465911865234375 	 2692896.886420552153140
120364.403017430013278 	 231059154380.715087890625000 	 1919663.526659583207220
103560.044063407112844 	 199642705098.112548828125000 	 1927796.641104908427224
80863.017847010909463 	 155887454195.073883056640625 	 1927796.641104908427224
83212.186183378958958 	 160416173023.314239501953125 	 1927796.641104908427224
111346.488990103956894 	 214653387473.947082519531250 	 1927796.641104908427224
117817.028710007551126 	 131450933849.714904785156250 	 1115721.006453706882894
108637.179694553546142 	 121208783467.099487304687500 	 1115721.006453706882894
113801.227644989688997 	 126970420243.735305786132812 	 1115721.006453706882894
148554.690933384292293 	 165745589281.614898681640625 	 1115721.006453706882894
147255.276097661058884 	 164295804853.300872802734375 	 1115721.006453706882894
146092.674013498763088 	 162998665285.854156494140625 	 1115721.006453706882894
150632.833421948220348 	 168064216510.509643554687500 	 1115721.006453706882894
66162.349433826180757 	 130707682084.732971191406250 	 1975559.864533881423995
87791.657532658078708 	 173437675062.422912597656250 	 1975559.864533881423995
81373.712820711589302 	 160758641076.703948974609375 	 1975559.864533881423995
80235.221831777074840 	 180142879425.646789550781250 	 2245184.537575508933514
87233.992121603514533 	 195856410262.407989501953125 	 2245184.537575508933514
79601.276897824602202 	 178719556062.262359619140625 	 2245184.537575508933514
82368.278146211698186 	 174336042058.680358886718750 	 2116543.479872396215796
84518.967586452199612 	 152627421828.487091064453125 	 1805836.325110911624506
104086.676614814234199 	 196229837558.600067138671875 	 1885254.135692823911086
143604.340584661113098 	 175691980554.328002929687500 	 1223444.777776405680925
98131.142784990312066 	 120058034177.527206420898438 	 1223444.777776405680925
124307.681352612009505 	 152083583588.346649169921875 	 1223444.777776405680925
108276.746639619697817 	 132470620230.861694335937500 	 1223444.777776405680925
102781.786608157970477 	 125747840076.279785156250000 	 1223444.777776405680925
103457.813241525669582 	 154052201462.031555175781250 	 1489033.999804264400154
87080.141822101097205 	 129665291880.885803222656250 	 1489033.999804264400154
154073.768846046266844 	 229421080289.745941162109375 	 1489033.999804264400154
88873.129722753044916 	 132335111826.194229125976562 	 1489033.999804264400154
114240.990740945635480 	 156662988941.080200195312500 	 1371337.800250098109245
93322.857588958606357 	 166354222578.832519531250000 	 1782566.745989940129220
95383.756961838240386 	 170027913267.759277343750000 	 1782566.745989940129220
119354.041096314686001 	 188643599503.925720214843750 	 1580538.017574928235263
88145.297090833642869 	 139316993122.499298095703125 	 1580538.017574928235263
88936.242035999748623 	 140567111678.143035888671875 	 1580538.017574928235263
99226.034635614516446 	 154399430547.581848144531250 	 1556037.496757572982460
85844.280549918956240 	 133576919417.850708007812500 	 1556037.496757572982460
81160.434063061926281 	 154169483607.546203613281250 	 1899564.552448746282607
77866.039829764384194 	 186048167798.255676269531250 	 2389336.457909068558365
68737.634242440093658 	 148258457833.401885986328125 	 2156874.606863672379404
64068.614102474151878 	 165267175843.218231201171875 	 2579534.116016348823905
68687.607497074932326 	 187650434929.620513916015625 	 2731940.182042468339205
76515.870838934322819 	 209036782108.856231689453125 	 2731940.182042468339205
74061.128756130550755 	 183400268231.126708984375000 	 2476336.390105928760022
65994.379302362474846 	 163424283008.893707275390625 	 2476336.390105928760022
79109.678831885292311 	 228579908501.514953613281250 	 2889405.087679175660014
95052.126829983666539 	 220015441783.213348388671875 	 2314681.944747507572174
86514.833819409657735 	 200254323794.618591308593750 	 2314681.944747507572174
77260.538323269167449 	 178833573098.344024658203125 	 2314681.944747507572174
80775.971582699494320 	 186970682991.912261962890625 	 2314681.944747507572174
103755.581127932731761 	 240161170303.611145019531250 	 2314681.944747507572174
110669.802217593518435 	 256165393021.841400146484375 	 2314681.944747507572174
66749.220878443433321 	 164987461540.227844238281250 	 2471751.121120730880648
41580.057680708996486 	 191954894613.696655273437500 	 4616513.427848221734166
57887.093283498383244 	 255782631060.249511718750000 	 4418646.999730496667325
90151.461200722464127 	 242773751689.562316894531250 	 2692954.151336781214923
67652.367541314975824 	 157879693863.511871337890625 	 2333690.595042302273214
65472.016347140597645 	 177030325032.352996826171875 	 2703908.248276892583817
91181.101762385544134 	 200060899046.620788574218750 	 2194104.865808397531509
97730.409771088408888 	 214430767616.193634033203125 	 2194104.865808397531509
85724.666708232980454 	 188088908344.337127685546875 	 2194104.865808397531509
64088.916960913411458 	 140617804548.330444335937500 	 2194104.865808397531509
101962.006416757300030 	 193762326222.716674804687500 	 1900338.498937895987183
71485.245442791943788 	 135846164020.962310791015625 	 1900338.498937895987183
59325.233494382446224 	 166434537422.208190917968750 	 2805459.458292195573449
102330.053756813969812 	 287082817179.602600097656250 	 2805459.458292195573449
108753.909051297727274 	 199966724547.339263916015625 	 1838708.385672993957996
114064.067481774953194 	 157410883719.398345947265625 	 1380021.659709349740297
109628.192937949323095 	 175274295329.199951171875000 	 1598806.754284520400688
137895.569185906613711 	 220468367400.335876464843750 	 1598806.754284520400688
93262.203439932447509 	 149108240779.221038818359375 	 1598806.754284520400688
158029.597868142329389 	 220005449808.862731933593750 	 1392178.761300349375233
131290.861736489721807 	 162546558003.174163818359375 	 1238064.522185991052538
85135.374419238563860 	 105403086651.480041503906250 	 1238064.522185991052538
75745.474442047692719 	 209195197922.848724365234375 	 2761817.778076001442969
68252.581606537743937 	 188501193280.519042968750000 	 2761817.778076001442969
63407.677913511317456 	 175558867242.212371826171875 	 2768732.005636231508106
74067.708831697120331 	 206267793449.990112304687500 	 2784854.516273605171591
92548.154342600828386 	 283798760535.833679199218750 	 3066498.327835353557020
69477.840805193336564 	 213053682650.736267089843750 	 3066498.327835353557020
76840.129501471674303 	 235630128626.914916992187500 	 3066498.327835353557020
131519.942306610551896 	 252324271030.586914062500000 	 1918524.800158039666712
97329.323667210162967 	 186728721238.151550292968750 	 1918524.800158039666712
91904.633700431368197 	 146187559615.257110595703125 	 1590644.059273052262142
108185.384645869242377 	 172084439387.121978759765625 	 1590644.059273052262142
114781.518519835313782 	 223748790269.852294921875000 	 1949345.096276857657358
137076.493074015859747 	 164125330900.670379638671875 	 1197326.596413939725608
114937.109627530022408 	 137617258271.986389160156250 	 1197326.596413939725608
113734.680941878599697 	 139965343942.078643798828125 	 1230630.294849155005068
130256.074266439070925 	 132760364548.289138793945312 	 1019225.900181265547872
167498.034367414104054 	 170718334856.720184326171875 	 1019225.900181265547872
113855.180268191295909 	 116044148599.147537231445312 	 1019225.900181265547872
124930.646154092464712 	 127332550286.632049560546875 	 1019225.900181265547872
73061.717251026944723 	 145739577097.399169921875000 	 1994746.121236982988194
72091.918988177902065 	 143805075774.198669433593750 	 1994746.121236982988194
83068.896602781562251 	 155753126210.066436767578125 	 1874987.300660149194300
59704.867253999305831 	 112393113458.705902099609375 	 1882478.240518611855805
66577.314822239510249 	 197989318673.127227783203125 	 2973825.532041295431554
73851.306185204797657 	 219620899908.161254882812500 	 2973825.532041295431554
114234.548401630832814 	 221945933209.500915527343750 	 1942896.753346226643771
87083.005708426251658 	 169193289062.532287597656250 	 1942896.753346226643771
96844.812282052429509 	 188159471361.224426269531250 	 1942896.753346226643771
110759.669968516056542 	 215194603183.529418945312500 	 1942896.753346226643771
86128.042480645744945 	 141098473255.561309814453125 	 1638240.800460178172216
109794.640210796336760 	 179870059265.172241210937500 	 1638240.800460178172216
79171.895994956474169 	 122788586532.557312011718750 	 1550911.279684136621654
80891.185957823152421 	 184030326228.327453613281250 	 2275035.580814469605684
88967.135900483553996 	 202403399696.756439208984375 	 2275035.580814469605684
57030.866209166015324 	 129747249830.522308349609375 	 2275035.580814469605684
68152.097291122321622 	 146868830250.796600341796875 	 2155015.562080554198474
61239.563318723419798 	 131972211966.866439819335938 	 2155015.562080554198474
70576.665338946768316 	 152093812125.181549072265625 	 2155015.562080554198474
94566.670031709669274 	 201151192511.146148681640625 	 2127083.384068584069610
98641.106458675494650 	 186228936837.736053466796875 	 1887944.524585745763034
104930.368594607047271 	 158096030926.504486083984375 	 1506675.646373645868152
119641.315231203305302 	 180260655958.966369628906250 	 1506675.646373645868152
107911.542309103184380 	 185828115220.584686279296875 	 1722041.138920026598498
91089.095323075016495 	 130171189830.885345458984375 	 1429053.492837906349450
115899.666127932592644 	 184456872307.549163818359375 	 1591522.033410705626011
95068.532357604883146 	 151303663931.146789550781250 	 1591522.033410705626011
110770.371831024953281 	 176293487418.172790527343750 	 1591522.033410705626011
102684.684873353879084 	 163424938469.777679443359375 	 1591522.033410705626011
63747.832258719528909 	 101456079621.921875000000000 	 1591522.033410705626011
91443.688334881604533 	 100870523332.477798461914062 	 1103088.962937207892537
71758.517000574283884 	 170248193188.121948242187500 	 2372515.490903462283313
82315.879926831083139 	 187846658096.299468994140625 	 2282022.111204697750509
104107.019087439533905 	 237574519489.146545410156250 	 2282022.111204697750509
123338.590068568766583 	 281461389701.286071777343750 	 2282022.111204697750509
129612.478086657050881 	 98649499018.510742187500000 	 761111.125061239115894
162288.910473741008900 	 127472203400.649017333984375 	 785464.657003008993343
153233.825034338777186 	 120359753821.856002807617188 	 785464.657003008993343
86168.721951662751962 	 114381327058.134201049804688 	 1327411.205220121657476
85541.807217681023758 	 225939735940.448883056640625 	 2641278.496320432983339
60660.334616658044979 	 172095688372.895874023437500 	 2837038.230343628209084
72631.334524831589079 	 206057872767.824279785156250 	 2837038.230343628209084
55180.544145539701276 	 156549313312.060394287109375 	 2837038.230343628209084
85951.554296621237881 	 243847845496.970581054687500 	 2837038.230343628209084
81538.374196044504060 	 231327484834.242645263671875 	 2837038.230343628209084
63016.881128868946689 	 178781300919.621124267578125 	 2837038.230343628209084
35944.943279022547358 	 101977178270.120223999023438 	 2837038.230343628209084
80617.716784815231222 	 228715544561.536010742187500 	 2837038.230343628209084
63527.149280309757160 	 180228951172.985473632812500 	 2837038.230343628209084
64045.265551190088445 	 143951318438.265167236328125 	 2247649.645908764097840
83707.393690395489102 	 188144893788.162933349609375 	 2247649.645908764097840
93110.160962119334727 	 209279020317.015563964843750 	 2247649.645908764097840
56593.943790333134530 	 127203357720.922775268554688 	 2247649.645908764097840
57416.316522727574920 	 129051763501.694152832031250 	 2247649.645908764097840
93793.825135915656574 	 210815657855.169372558593750 	 2247649.645908764097840
116248.777676694138790 	 139118100397.352020263671875 	 1196727.425248814281076
129386.646709254622692 	 154840548577.944244384765625 	 1196727.425248814281076
120416.645171258540358 	 144105901732.900299072265625 	 1196727.425248814281076
88049.049093114532297 	 105370711816.809402465820312 	 1196727.425248814281076
122242.623557032755343 	 146291100145.067871093750000 	 1196727.425248814281076
107183.463028426849633 	 128269389739.260742187500000 	 1196727.425248814281076
121129.115410733473254 	 144958534408.153533935546875 	 1196727.425248814281076
102498.787510096910410 	 163813542101.766204833984375 	 1598199.803930649533868
84819.986784961685771 	 134156939283.174758911132812 	 1581666.590249461820349
73449.026840993057704 	 186013913708.668853759765625 	 2532557.907286684028804
75806.198218018733314 	 191983586718.385070800781250 	 2532557.907286684028804
81983.898358477381407 	 207628970057.949676513671875 	 2532557.907286684028804
86602.359322129588691 	 219325489890.941955566406250 	 2532557.907286684028804
64458.721999471366871 	 163245446093.355346679687500 	 2532557.907286684028804
67610.011014961652108 	 193420134011.706115722656250 	 2860820.921459449455142
63659.088162955675216 	 182117251257.615173339843750 	 2860820.921459449455142
99675.755618669048999 	 201423650082.879608154296875 	 2020788.794955003075302
98364.980694791083806 	 201786971537.009338378906250 	 2051410.675951009150594
92121.363125777788810 	 209509286774.144531250000000 	 2274274.713978030253202
93909.763093081637635 	 204282051952.314361572265625 	 2175301.536538152489811
76943.755671357270330 	 167375869938.919647216796875 	 2175301.536538152489811
77560.755362066644011 	 190163784329.578491210937500 	 2451804.181662001181394
77935.537167858958128 	 191082675928.230895996093750 	 2451804.181662001181394
96855.462032641240512 	 188748839572.835968017578125 	 1948768.150104180444032
88939.973413917628932 	 173323387460.155242919921875 	 1948768.150104180444032
128504.780200352426618 	 200846837407.836181640625000 	 1562952.266014500753954
97866.116059761610813 	 170828470103.948730468750000 	 1745532.335212249541655
62041.394179307375452 	 126053639552.994216918945312 	 2031766.713505558203906
65941.956035061753937 	 193854638095.677490234375000 	 2939776.884880451019853
71723.084581115734181 	 216996335096.077636718750000 	 3025474.104514622129500
73161.302873562846798 	 221347627296.515594482421875 	 3025474.104514622129500
53052.874093534694111 	 138802661389.236999511718750 	 2616308.046657782047987
63474.324517056746117 	 146922903759.108489990234375 	 2314682.430683095008135
66440.550131685740780 	 153788774074.732391357421875 	 2314682.430683095008135
71997.782705559700844 	 166652002676.698242187500000 	 2314682.430683095008135
54611.002353685005801 	 132930982678.255599975585938 	 2434142.882368936669081
65540.466949663430569 	 180879539791.277954101562500 	 2759814.633762032259256
80333.115710157508147 	 221704508312.591308593750000 	 2759814.633762032259256
88453.768638373279828 	 205192266479.725341796875000 	 2319768.503234900068492
92099.073986546834931 	 224635960663.682739257812500 	 2439068.613181669265032
87090.507561066042399 	 212419723498.257019042968750 	 2439068.613181669265032
47448.922905220992106 	 115731178587.401306152343750 	 2439068.613181669265032
79098.985408013002598 	 192927852643.199371337890625 	 2439068.613181669265032
86219.585685997313703 	 135198874995.572402954101562 	 1568076.138616027776152
79572.606530407938408 	 124775905587.814590454101562 	 1568076.138616027776152
90255.230826693848940 	 216045170960.619049072265625 	 2393713.571853406727314
60188.761340755103447 	 144074654894.411132812500000 	 2393713.571853406727314
72647.653458184868214 	 173897674046.160186767578125 	 2393713.571853406727314
73125.907589018606814 	 148197115323.734771728515625 	 2026602.064984007040039
104577.510029964512796 	 239729828839.363586425781250 	 2292365.048380612395704
92524.775353685705340 	 212100561130.057037353515625 	 2292365.048380612395704
90379.043143549701199 	 141979139236.894439697265625 	 1570929.878195190802217
91167.226220555719920 	 106981123150.730895996093750 	 1173460.327639205614105
120999.889136733341729 	 150497126029.666503906250000 	 1243779.040653503732756
84154.636073523332016 	 87424994834.637512207031250 	 1038861.302403553505428
88712.045527102905908 	 232494717364.765441894531250 	 2620779.579405986238271
76542.499162838037591 	 200601018762.665740966796875 	 2620779.579405986238271
122750.350267789501231 	 176102964059.236877441406250 	 1434643.271282358560711
93397.687485943053616 	 178798219069.882324218750000 	 1914375.225797668565065
118258.528499341788120 	 226391197198.427459716796875 	 1914375.225797668565065
87444.277005537325749 	 177534043520.867401123046875 	 2030253.432247203774750
61773.992877831682563 	 154368035894.195281982421875 	 2498916.270468118600547
57789.709710648399778 	 144411645861.568725585937500 	 2498916.270468118600547
81032.932525867494405 	 202494513532.635498046875000 	 2498916.270468118600547
85391.299709764934960 	 201509747819.110565185546875 	 2359839.333796518854797
70385.421847674908349 	 151321010028.603149414062500 	 2149891.356140275020152
70081.940824747362058 	 150668558800.658599853515625 	 2149891.356140275020152
68832.434880449785851 	 193988676899.008209228515625 	 2818274.222551235929132
66619.050770768051734 	 187750753518.087646484375000 	 2818274.222551235929132
80877.587071862493758 	 125800699864.646331787109375 	 1555445.759687020909041
60797.381469638494309 	 139404950576.359497070312500 	 2292943.334179230965674
75765.952823878425988 	 190530807620.060852050781250 	 2514728.588749603834003
94710.183428044081666 	 238170405912.221405029296875 	 2514728.588749603834003
56174.684281049485435 	 141264084525.538116455078125 	 2514728.588749603834003
82488.351609145218390 	 207435816030.346862792968750 	 2514728.588749603834003
79130.985405785671901 	 141732450432.619323730468750 	 1791111.910281563876197
128307.565475456256536 	 246970741228.449523925781250 	 1924833.818748530000448
82111.637282146053622 	 158051256353.487365722656250 	 1924833.818748530000448
130998.413333348478773 	 252150176186.427490234375000 	 1924833.818748530000448
111888.081358265422750 	 215365962913.276245117187500 	 1924833.818748530000448
103364.520915573608363 	 135025419112.605514526367188 	 1306303.341964812017977
101232.200439382897457 	 132239961748.417587280273438 	 1306303.341964812017977
95530.447881746993517 	 124791743327.321395874023438 	 1306303.341964812017977
74367.106399567899643 	 97145999622.008300781250000 	 1306303.341964812017977
100167.822103520244127 	 130849560771.165267944335938 	 1306303.341964812017977
79725.465802512597293 	 139649427951.611450195312500 	 1751628.874737917212769
94021.608241383903078 	 164690963844.904571533203125 	 1751628.874737917212769
95192.109999359687208 	 166741248522.106445312500000 	 1751628.874737917212769
61012.944484607331106 	 106872035292.019744873046875 	 1751628.874737917212769
77815.589748990241787 	 139032132721.396789550781250 	 1786687.387063090689480
94365.008287586504593 	 168600770087.534820556640625 	 1786687.387063090689480
80670.704153853512253 	 125665673813.781845092773438 	 1557760.963312218664214
80933.553540142296697 	 126075130326.973083496093750 	 1557760.963312218664214
83343.712026070134016 	 129829581131.747161865234375 	 1557760.963312218664214
119011.210216302337358 	 185391017471.500091552734375 	 1557760.963312218664214
89944.140485547206481 	 140111470927.055541992187500 	 1557760.963312218664214
66214.077991514510359 	 154006804818.113250732421875 	 2325892.159033756703138
61784.352222791487293 	 143703740385.970581054687500 	 2325892.159033756703138
52865.307540182177036 	 97282157068.227066040039062 	 1840188.993401471525431
86374.990111774663092 	 137021324752.057815551757812 	 1586354.158475081901997
74428.089475188622600 	 118069309246.320953369140625 	 1586354.158475081901997
126514.042098399950191 	 200696076788.288330078125000 	 1586354.158475081901997
115947.706005439336877 	 183934125587.374908447265625 	 1586354.158475081901997
62779.776040791810374 	 80266566557.584609985351562 	 1278541.779209766071290
172714.417469805281144 	 220822598607.023162841796875 	 1278541.779209766071290
161743.333717105706455 	 143953523116.586395263671875 	 890012.093904072418809
153215.584350378543604 	 136363723046.416442871093750 	 890012.093904072418809
92441.628101466019871 	 129964475434.275405883789062 	 1405908.551195392850786
107962.471168804622721 	 151785361424.408477783203125 	 1405908.551195392850786
115199.895665559699410 	 216922025834.520660400390625 	 1883005.401882251258940
93280.441543552718940 	 175647575316.471343994140625 	 1883005.401882251258940
80658.115300634701271 	 151879666816.736602783203125 	 1883005.401882251258940
111442.398693320181337 	 209846638738.237426757812500 	 1883005.401882251258940
80517.973016524687409 	 151615778138.725341796875000 	 1883005.401882251258940
71781.406769569119206 	 153701085748.046264648437500 	 2141238.137634355109185
128043.164929677368491 	 274170908010.830932617187500 	 2141238.137634355109185
139425.399784244014882 	 140814727507.832855224609375 	 1009964.667311255820096
90912.139182906335918 	 91818048404.418579101562500 	 1009964.667311255820096
88556.898947475681780 	 142246858043.610687255859375 	 1606276.413630735594779
86292.625594318713411 	 138609809162.422088623046875 	 1606276.413630735594779
148534.269460201350739 	 238587093649.793518066406250 	 1606276.413630735594779
123265.815874770385562 	 107808096920.002456665039062 	 874598.493953328346834
136507.878964788804296 	 119389585355.367523193359375 	 874598.493953328346834
78691.164445053451345 	 142439650393.369598388671875 	 1810109.831235613208264
74596.426561966596637 	 147154163612.844177246093750 	 1972670.413248341297731
61393.677041901843040 	 149784061117.696289062500000 	 2439731.065716540440917
88496.070365118241170 	 215906612063.615875244140625 	 2439731.065716540440917
128120.736803356048767 	 193079357577.329681396484375 	 1507010.983504366595298
95775.465193446565536 	 144334677996.764129638671875 	 1507010.983504366595298
105216.581405183591414 	 158562543824.392974853515625 	 1507010.983504366595298
